subject	fname	cond	centroid	sd	kur	skew	dur	amp
subject_73 	 she_subject_73 	 sh 	5775.442271	4117.777128	1.577042861	1.313535111	0.234781687	0.014799727
subject_73 	 shed_subject_73 	 sh 	6488.24524	4325.31925	0.554657005	0.972765127	0.183097911	0.01688086
subject_73 	 sheen_subject_73 	 sh 	6738.315546	4416.948054	0.199225127	0.681701958	0.200084886	0.011084462
subject_73 	 sheep_subject_73 	 sh 	6003.625191	3981.836901	1.222567836	1.073510575	0.181869066	0.010836495
subject_73 	 sheet_subject_73 	 sh 	6359.770436	4338.670573	0.335419925	0.777272016	0.206156826	0.010052615
subject_73 	 shelf_subject_73 	 sh 	6519.724738	4160.583149	0.978223791	1.131150637	0.206012256	0.017228555
subject_73 	 shell_subject_73 	 sh 	5848.712849	3935.645173	1.486087122	1.247235386	0.199145181	0.012328406
subject_73 	 shield_subject_73 	 sh 	5877.333298	4124.894466	1.326335375	1.191044023	0.164809805	0.010911702
subject_73 	 shift_subject_73 	 sh 	6348.269677	4104.078376	0.529293764	0.86525942	0.214686457	0.018342195
subject_73 	 shin_subject_73 	 sh 	6645.446187	4563.056675	0.001125177	0.796095503	0.185411031	0.011718426
subject_73 	 shine_subject_73 	 sh 	5979.665874	4110.809523	1.228755744	1.25558927	0.192458597	0.017416861
subject_73 	 ship_subject_73 	 sh 	6449.640744	3922.242512	1.138729943	1.055283876	0.223143802	0.014551856
subject_73 	 shirt_subject_73 	 sh 	6345.749078	4368.846885	0.337338074	0.822892296	0.141461749	0.010050906
subject_73 	 shock_subject_73 	 sh 	6832.270147	4116.969441	0.42056554	0.852903821	0.205217121	0.015014302
subject_73 	 shoe_subject_73 	 sh 	7544.646795	4517.287478	-0.096380451	0.711277115	0.245913578	0.019943492
subject_73 	 shoot_subject_73 	 sh 	6617.989147	4315.690172	0.313965277	0.866776675	0.175652555	0.010740163
subject_73 	 shop_subject_73 	 sh 	6940.344437	4434.212012	-0.049258156	0.663916524	0.163942385	0.0116293
subject_73 	 shore_subject_73 	 sh 	6703.46731	4510.946767	0.169745636	0.820703789	0.185411031	0.009787741
subject_73 	 shot_subject_73 	 sh 	6288.986361	3915.752924	0.807821279	0.941710043	0.197771766	0.017285391
subject_73 	 shove_subject_73 	 sh 	6437.762586	3982.375985	0.708858984	0.876647734	0.165388085	0.012669718
subject_73 	 shut_subject_73 	 sh 	6759.300444	4071.323053	0.216944441	0.742642408	0.169146905	0.015591823
subject_73 	 shy_subject_73 	 sh 	6472.281944	3976.71358	0.527573222	0.856507735	0.146883124	0.014545602
subject_74 	 sack_subject_74 	 s 	8719.740671	4209.58772	-0.320638905	0.489875384	0.154834475	0.029969118
subject_74 	 sad_subject_74 	 s 	8418.876976	4042.315582	0.376452145	0.651202411	0.17124317	0.021066157
subject_74 	 sap_subject_74 	 s 	7158.24121	4140.643626	0.601559366	0.8164188	0.121221949	0.019274145
subject_74 	 sat_subject_74 	 s 	8177.155646	4313.843597	-0.198594783	0.563578697	0.213602182	0.021003297
subject_74 	 sax_subject_74 	 s 	7548.317194	4361.452237	0.001869613	0.672474209	0.142704918	0.023972953
subject_74 	 scent_subject_74 	 s 	8204.851641	4118.621171	0.161110112	0.522913262	0.239335642	0.016379184
subject_74 	 seal_subject_74 	 s 	8882.645094	4456.007201	-0.38396676	0.473054394	0.148184255	0.025964946
subject_74 	 seat_subject_74 	 s 	8448.652443	4207.010677	0.023009417	0.607399546	0.216855007	0.027632737
subject_74 	 see_subject_74 	 s 	7363.948488	4739.973296	0.202092314	0.81333742	0.215481592	0.010952899
subject_74 	 seek_subject_74 	 s 	7659.440593	3853.681548	0.235644182	0.662532882	0.218589847	0.022408227
subject_74 	 seem_subject_74 	 s 	7780.455108	4693.87265	-0.384390473	0.402284174	0.185049606	0.02005718
subject_74 	 self_subject_74 	 s 	6317.070664	4582.921542	-0.161608664	0.912061744	0.177771945	0.021258698
subject_74 	 send_subject_74 	 s 	8304.958228	4616.783152	-0.365613513	0.400118268	0.211505916	0.047653156
subject_74 	 set_subject_74 	 s 	8480.398396	4340.985148	-0.290547706	0.438789178	0.132787549	0.028509295
subject_74 	 sick_subject_74 	 s 	8438.224305	3774.678498	0.638389039	0.618655714	0.210783066	0.026254311
subject_74 	 side_subject_74 	 s 	7012.808113	3809.662042	0.720230423	0.796866348	0.155268185	0.01552476
subject_74 	 sigh_subject_74 	 s 	7362.501093	3727.929897	0.707465533	0.880755675	0.191266116	0.023313514
subject_74 	 sin_subject_74 	 s 	8033.460606	4260.389975	0.266800139	0.659752011	0.193353177	0.018654187
subject_74 	 sip_subject_74 	 s 	8068.150589	4080.676985	0.600080651	0.581191431	0.136184944	0.013510603
subject_74 	 sob_subject_74 	 s 	7406.485693	3816.652463	1.153689015	1.03923549	0.169146905	0.023648387
subject_74 	 sock_subject_74 	 s 	8081.694596	4303.09003	-0.217929235	0.584686321	0.191555256	0.019238002
subject_74 	 soft_subject_74 	 s 	6981.063014	4088.648988	0.688497108	0.92311096	0.147461405	0.019408758
subject_74 	 son_subject_74 	 s 	7706.589019	4307.292929	0.076882096	0.7739783	0.166978355	0.02135969
subject_74 	 sore_subject_74 	 s 	6853.878274	3735.69653	1.103582561	0.963030102	0.185627886	0.024260105
subject_74 	 soup_subject_74 	 s 	7677.278162	4310.165526	-0.054031618	0.632390352	0.231601147	0.026087648
subject_74 	 suck_subject_74 	 s 	7508.6523	4165.45525	0.368754005	0.758226609	0.182085921	0.018803633
subject_74 	 surf_subject_74 	 s 	8200.935842	4150.064148	-0.165072422	0.536334312	0.227697757	0.024462232
subject_74 	 sword_subject_74 	 s 	7873.893994	4120.927062	0.002514402	0.706350679	0.186784446	0.025768433
subject_74 	 chef_subject_74 	 sh 	6242.574832	4590.671874	0.143021669	1.021518132	0.234926257	0.024971145
subject_74 	 shack_subject_74 	 sh 	6311.267454	4545.379767	0.274144316	1.06690549	0.163508675	0.026626856
subject_74 	 shag_subject_74 	 sh 	4833.759955	4089.046975	1.978635806	1.5245183	0.151509365	0.012909439
subject_74 	 shall_subject_74 	 sh 	6223.438655	4365.193919	0.6374932	1.170716485	0.192278106	0.025033756
subject_74 	 sham_subject_74 	 sh 	5806.736316	4330.666773	0.685506006	1.208997134	0.205578546	0.022486433
subject_74 	 shank_subject_74 	 sh 	6028.616796	4389.174453	0.625398094	1.098360308	0.166544645	0.018222183
subject_74 	 shawl_subject_74 	 sh 	6962.397192	5059.306694	-0.760991942	0.671747689	0.17095403	0.025478357
subject_74 	 she_subject_74 	 sh 	6268.983295	4455.471008	0.165440258	0.968105063	0.15418391	0.026761435
subject_74 	 shed_subject_74 	 sh 	5961.232351	4086.951718	1.315323744	1.232587874	0.192278106	0.02174637
subject_74 	 sheen_subject_74 	 sh 	5722.838395	4197.715778	1.166473488	1.323894359	0.208325376	0.026075684
subject_74 	 sheep_subject_74 	 sh 	7005.879712	4753.775042	-0.198682634	0.835898449	0.277791263	0.033544404
subject_74 	 sheet_subject_74 	 sh 	6085.236276	4266.418971	0.688298066	1.118077464	0.206445966	0.026698544
subject_74 	 shelf_subject_74 	 sh 	6822.499722	4797.319051	-0.634411739	0.715871106	0.212517906	0.045651392
subject_74 	 shell_subject_74 	 sh 	6611.761903	4233.153946	0.39404357	0.908950407	0.205578546	0.025450159
subject_74 	 shelve_subject_74 	 sh 	5737.527876	4311.771591	1.155527188	1.312680414	0.197338056	0.016127114
subject_74 	 shield_subject_74 	 sh 	6009.617625	4542.222346	0.431620151	1.043425479	0.225612597	0.030504352
subject_74 	 shift_subject_74 	 sh 	6433.685511	4342.173509	0.320658598	1.008839008	0.182158206	0.019213188
subject_74 	 shin_subject_74 	 sh 	5718.719529	4159.518101	1.024991941	1.279648428	0.199723461	0.024305459
subject_74 	 shine_subject_74 	 sh 	5168.617268	4224.53396	1.344811919	1.323785222	0.147027694	0.01942612
subject_74 	 ship_subject_74 	 sh 	4869.01348	4515.85873	1.135494659	1.304662459	0.144570004	0.066200323
subject_74 	 shirt_subject_74 	 sh 	5171.934361	4664.82576	0.470533001	1.117745757	0.161918405	0.026011305
subject_74 	 shock_subject_74 	 sh 	5011.803643	4210.731764	1.522902747	1.439175113	0.115583719	0.02782032
subject_74 	 shoe_subject_74 	 sh 	6273.135566	4760.559108	0.013039104	0.979177671	0.208469946	0.027183835
subject_74 	 shoot_subject_74 	 sh 	6489.981311	4223.309115	0.726106581	1.085370637	0.215120167	0.01849317
subject_74 	 shop_subject_74 	 sh 	6103.101174	4300.814045	0.335430393	1.08413938	0.248949548	0.02742974
subject_74 	 shore_subject_74 	 sh 	6784.405431	4959.088791	-0.291210824	0.889301958	0.210493926	0.033088578
subject_74 	 shot_subject_74 	 sh 	5831.019684	4572.213484	0.364314143	1.152017214	0.227908368	0.036952703
subject_74 	 shove_subject_74 	 sh 	6155.189559	4374.155331	0.313826886	1.018553062	0.180134226	0.024063562
subject_74 	 shut_subject_74 	 sh 	2462.923648	4179.75728	3.87670667	2.068062123	0.161340125	0.427602
subject_74 	 shy_subject_74 	 sh 	5589.80627	4050.763512	1.412078657	1.35243445	0.134377819	0.020471523
subject_79 	 sack_subject_79 	 s 	6295.16055	2754.588291	5.610639507	1.836790911	0.230300017	0.071519533
subject_79 	 sad_subject_79 	 s 	5543.398215	3284.572883	2.999012314	0.970827826	0.202488362	0.106295136
subject_79 	 sap_subject_79 	 s 	6396.499383	3382.650931	3.335886348	1.315109163	0.23125478	0.119233922
subject_79 	 sat_subject_79 	 s 	6273.78463	3254.582262	3.01548084	1.241824568	0.225095497	0.077176721
subject_79 	 sax_subject_79 	 s 	6639.570903	3368.811677	2.711647826	1.38816194	0.188447	0.055944816
subject_79 	 scent_subject_79 	 s 	6130.020846	2783.749963	5.610973581	1.796873767	0.228203752	0.081776326
subject_79 	 seal_subject_79 	 s 	7190.517521	3223.19494	2.413570092	1.272649049	0.240058492	0.093992782
subject_79 	 seat_subject_79 	 s 	6678.39713	3255.180659	3.244681436	1.384421573	0.244865444	0.091586304
subject_79 	 see_subject_79 	 s 	6259.162776	2938.331581	4.484295363	1.422045793	0.249383257	0.103135579
subject_79 	 seek_subject_79 	 s 	6635.723696	3265.43592	2.754433911	1.16860393	0.283321066	0.099907894
subject_79 	 seem_subject_79 	 s 	6921.215827	2882.624242	3.424798159	1.4219065	0.241793332	0.083189089
subject_79 	 self_subject_79 	 s 	6137.232881	2890.171771	5.223897118	1.795042285	0.233986552	0.078655794
subject_79 	 sell_subject_79 	 s 	6464.721084	3217.679475	3.526187495	1.294476237	0.22932417	0.096656262
subject_79 	 send_subject_79 	 s 	5977.098617	3429.543484	2.985100878	1.071034109	0.217794711	0.129711097
subject_79 	 set_subject_79 	 s 	6104.644335	2951.877766	4.553008614	1.540355753	0.209481935	0.107711548
subject_79 	 sick_subject_79 	 s 	6190.268275	2722.887441	5.511733797	1.672552154	0.229721737	0.072977277
subject_79 	 side_subject_79 	 s 	6246.660382	2597.613656	5.584512983	1.706692808	0.250901242	0.069500445
subject_79 	 sigh_subject_79 	 s 	6296.195374	3052.823586	3.694101171	1.158400827	0.220541541	0.087360084
subject_79 	 sin_subject_79 	 s 	6910.441538	3051.764849	2.722000078	1.232663935	0.263189693	0.098829293
subject_79 	 sip_subject_79 	 s 	6546.782615	3113.210286	3.813678961	1.395806218	0.204114775	0.070677059
subject_79 	 sob_subject_79 	 s 	6315.252844	3277.508246	3.594256148	1.370712339	0.232161355	0.08179363
subject_79 	 sock_subject_79 	 s 	6181.091488	2802.518517	5.709997268	1.686601246	0.237329733	0.065888773
subject_79 	 soft_subject_79 	 s 	6374.964276	3253.03136	4.424053865	1.662508676	0.238866144	0.071894258
subject_79 	 son_subject_79 	 s 	6181.264489	2815.910737	5.307421578	1.615724262	0.232685422	0.101383652
subject_79 	 soon_subject_79 	 s 	6806.494595	3446.164778	2.906648781	1.378231885	0.256756328	0.084164545
subject_79 	 sore_subject_79 	 s 	6337.70971	3283.183817	4.084590979	1.553756781	0.233769696	0.086276427
subject_79 	 soup_subject_79 	 s 	6550.09111	3421.576843	3.337591149	1.2590668	0.212363312	0.08522539
subject_79 	 suck_subject_79 	 s 	6265.722689	2897.243121	5.759933509	1.788079021	0.232468567	0.067106938
subject_79 	 surf_subject_79 	 s 	6366.016897	3000.225628	5.955286453	1.814757662	0.248479695	0.057065529
subject_79 	 sword_subject_79 	 s 	6273.129525	3345.579551	3.25791689	1.336946017	0.184326756	0.067724474
subject_79 	 chef_subject_79 	 sh 	4999.494378	3080.391255	6.287868377	2.131939942	0.208614516	0.072228843
subject_79 	 shack_subject_79 	 sh 	4217.629659	2957.483861	9.813672594	2.696651473	0.217758569	0.065845506
subject_79 	 shag_subject_79 	 sh 	4044.548742	3040.03325	4.843950847	1.572821201	0.214252747	0.232848945
subject_79 	 shall_subject_79 	 sh 	4552.441481	2875.474521	6.802669141	1.943378498	0.191699826	0.086482598
subject_79 	 sham_subject_79 	 sh 	4164.132263	2912.21616	8.34283037	2.402243415	0.302585019	0.100986419
subject_79 	 shank_subject_79 	 sh 	4757.425572	3023.080184	7.934734399	2.373020104	0.217268768	0.06753696
subject_79 	 shawl_subject_79 	 sh 	5102.632128	3239.397392	4.902696728	1.917611742	0.209554221	0.077409106
subject_79 	 she_subject_79 	 sh 	4669.905119	2905.738425	6.828940688	2.202881674	0.233010704	0.137098619
subject_79 	 shed_subject_79 	 sh 	4811.051879	3044.545012	7.969882954	2.403234669	0.199506606	0.092654776
subject_79 	 sheen_subject_79 	 sh 	4250.128106	2756.947539	10.19868387	2.653974949	0.202651004	0.078115287
subject_79 	 sheep_subject_79 	 sh 	4521.60496	2588.762381	8.704470622	2.31754192	0.265575098	0.08007832
subject_79 	 sheet_subject_79 	 sh 	4712.44353	2862.157454	6.748357005	2.107366083	0.239407927	0.097205297
subject_79 	 shelf_subject_79 	 sh 	4653.009914	2861.370796	8.776388944	2.45772031	0.245967791	0.077908362
subject_79 	 shell_subject_79 	 sh 	4617.008191	2858.858956	8.381388395	2.295423264	0.228237284	0.084402297
subject_79 	 shelve_subject_79 	 sh 	4876.928155	2776.696197	7.718794694	2.15370731	0.220830681	0.104345669
subject_79 	 shield_subject_79 	 sh 	4414.280138	2715.539073	9.14295224	2.399010985	0.233119132	0.09116862
subject_79 	 shift_subject_79 	 sh 	4377.152955	2796.61924	9.85889883	2.580333584	0.249473614	0.064392076
subject_79 	 shin_subject_79 	 sh 	4786.440032	2843.596102	8.895238883	2.457975259	0.24884112	0.062355191
subject_79 	 shine_subject_79 	 sh 	4935.109864	3336.948774	6.096854373	2.186602714	0.181290786	0.089113043
subject_79 	 ship_subject_79 	 sh 	4218.332359	2838.98102	10.61087608	2.749164084	0.216855007	0.063405512
subject_79 	 shirt_subject_79 	 sh 	4892.299628	3382.732732	4.96698547	2.002301149	0.262261	0.045177462
subject_79 	 shock_subject_79 	 sh 	4401.411696	2840.023443	8.9640488	2.502818463	0.215047882	0.076212134
subject_79 	 shoe_subject_79 	 sh 	4999.293399	3165.862163	5.385073912	2.014669762	0.257840603	0.086176306
subject_79 	 shoot_subject_79 	 sh 	5079.825939	3358.47651	5.091891425	2.00623133	0.227643543	0.078045134
subject_79 	 shop_subject_79 	 sh 	4726.117634	3094.935444	6.5972974	2.205867428	0.250467532	0.05135328
subject_79 	 shore_subject_79 	 sh 	5093.880112	3632.487642	4.205247656	1.934613574	0.155647681	0.061614796
subject_79 	 shot_subject_79 	 sh 	4560.774188	2982.147319	7.519595442	2.223641116	0.214252747	0.05721841
subject_79 	 shove_subject_79 	 sh 	5288.03033	3545.635901	3.519945345	1.811204205	0.202108866	0.088893523
subject_79 	 shut_subject_79 	 sh 	4723.160272	2946.505149	7.025699057	2.161089508	0.218720892	0.048426525
subject_79 	 shy_subject_79 	 sh 	4826.582109	3018.537702	6.65355521	2.13954456	0.206310633	0.068073735
subject_8 	 sack_subject_8 	 s 	10049.16349	3733.701064	1.004196109	-0.17218485	0.258116877	0.029610495
subject_8 	 sad_subject_8 	 s 	10647.48663	3582.432563	1.157873158	-0.246904691	0.211256372	0.051227532
subject_8 	 sap_subject_8 	 s 	10015.29019	3580.749866	1.224204994	-0.436394602	0.220833328	0.032812167
subject_8 	 sat_subject_8 	 s 	10394.08001	3425.153893	1.480216174	-0.316990023	0.225698626	0.047383582
subject_8 	 sax_subject_8 	 s 	10296.98169	3458.807667	1.370617044	0.008377565	0.233534317	0.035246379
subject_8 	 scent_subject_8 	 s 	10816.05532	3570.363142	1.323244803	-0.414227793	0.227030181	0.048464895
subject_8 	 seal_subject_8 	 s 	11132.10029	3042.082836	2.459991994	-0.433914602	0.215251038	0.05881634
subject_8 	 seat_subject_8 	 s 	10241.26159	3461.993926	1.380667472	-0.410267703	0.228720232	0.036732938
subject_8 	 see_subject_8 	 s 	11499.12787	3305.972625	1.860597345	-0.660146916	0.302365484	0.051787198
subject_8 	 seek_subject_8 	 s 	10632.47711	3313.967669	1.623287635	-0.319040253	0.228003241	0.046390325
subject_8 	 seem_subject_8 	 s 	10662.75703	3555.369863	1.133061508	-0.400438741	0.260575132	0.031092608
subject_8 	 self_subject_8 	 s 	10511.19843	3452.967098	1.430436288	-0.347684869	0.152283835	0.060657809
subject_8 	 sell_subject_8 	 s 	10595.68177	3001.776706	2.767647744	-0.512393222	0.23035907	0.07213241
subject_8 	 send_subject_8 	 s 	10496.24114	3222.448855	1.868697677	-0.249709881	0.285362547	0.055050432
subject_8 	 set_subject_8 	 s 	10746.98288	3224.929073	1.948008089	-0.247468406	0.213253705	0.050988923
subject_8 	 sick_subject_8 	 s 	9827.034118	3452.582059	1.011578607	0.06216739	0.223035515	0.029694026
subject_8 	 side_subject_8 	 s 	9247.592495	3788.893732	0.873213663	0.277711078	0.331864556	0.027976864
subject_8 	 sigh_subject_8 	 s 	10473.73726	3654.110213	0.610813087	0.070386836	0.27102272	0.049856515
subject_8 	 sin_subject_8 	 s 	10219.93753	3949.69198	0.600694449	-0.199044675	0.28945964	0.026488237
subject_8 	 sip_subject_8 	 s 	10156.55994	3066.64923	2.057650495	-0.072334807	0.21304885	0.04324211
subject_8 	 sob_subject_8 	 s 	10187.10031	3464.999964	1.148889761	-0.29223056	0.241523649	0.047090444
subject_8 	 sock_subject_8 	 s 	8817.882575	3474.450204	1.420822925	-0.055609988	0.229027514	0.024644939
subject_8 	 soft_subject_8 	 s 	10017.87011	3176.03163	1.24517236	-0.037230566	0.290381486	0.05866051
subject_8 	 son_subject_8 	 s 	10510.29313	3933.166294	0.551359142	-0.173178666	0.3069235	0.032858038
subject_8 	 soon_subject_8 	 s 	9697.562644	3591.386316	0.240133957	0.053598332	0.281675163	0.042955088
subject_8 	 sore_subject_8 	 s 	9406.473669	3823.985074	0.31164724	0.143593337	0.28428706	0.030536861
subject_8 	 soup_subject_8 	 s 	9864.962017	3398.886382	1.047854394	-0.233006129	0.252585801	0.040074854
subject_8 	 suck_subject_8 	 s 	9958.116568	3612.088697	1.001370221	-0.133711804	0.197172614	0.031650342
subject_8 	 surf_subject_8 	 s 	9275.35187	3314.987741	1.120875229	-0.176338732	0.242343067	0.029361989
subject_8 	 sword_subject_8 	 s 	9687.749389	4230.992995	-0.32075444	-0.166752475	0.283211573	0.038756
subject_8 	 chef_subject_8 	 sh 	6393.814406	3864.814498	1.748153517	1.35465282	0.206903211	0.031354867
subject_8 	 shack_subject_8 	 sh 	6567.117745	3788.631445	1.676447197	1.244433579	0.249564194	0.036136321
subject_8 	 shag_subject_8 	 sh 	5959.952542	3595.827919	2.570006075	1.465417816	0.192358529	0.025573154
subject_8 	 shall_subject_8 	 sh 	6292.344681	3836.628041	1.890063712	1.310221459	0.286540461	0.025922211
subject_8 	 sham_subject_8 	 sh 	6456.336866	3660.933195	1.778313362	1.196720579	0.203318254	0.034382386
subject_8 	 shank_subject_8 	 sh 	6161.773476	3681.9466	1.962995537	1.262971382	0.223086729	0.025566379
subject_8 	 shawl_subject_8 	 sh 	6836.453136	3888.265207	0.797923653	0.901087236	0.220474832	0.020662127
subject_8 	 she_subject_8 	 sh 	6082.438378	3820.108924	1.991733809	1.435740639	0.224315857	0.039184914
subject_8 	 shed_subject_8 	 sh 	6257.475529	3724.990513	1.962354937	1.330746675	0.282955505	0.029508907
subject_8 	 sheen_subject_8 	 sh 	6033.680876	3613.329455	2.435533525	1.483386057	0.19906752	0.037913994
subject_8 	 sheep_subject_8 	 sh 	6446.264408	3735.21409	1.804014527	1.276717922	0.301136356	0.029003149
subject_8 	 sheet_subject_8 	 sh 	6525.138572	3816.592897	1.667150326	1.266380076	0.270305729	0.037572533
subject_8 	 shelf_subject_8 	 sh 	6288.451704	3808.818921	1.949483206	1.385489636	0.205059519	0.030540899
subject_8 	 shell_subject_8 	 sh 	6280.172357	3534.861406	2.292463456	1.356282426	0.249512981	0.035635658
subject_8 	 shelve_subject_8 	 sh 	6636.19394	3606.138717	2.061787672	1.289342648	0.336175172	0.041606386
subject_8 	 shield_subject_8 	 sh 	6857.273123	3837.838225	1.463381818	1.157461504	0.187749299	0.031197953
subject_8 	 shift_subject_8 	 sh 	6472.045183	3637.900757	1.645562315	1.239632728	0.256887749	0.042288496
subject_8 	 shine_subject_8 	 sh 	5932.536919	3632.850576	2.413788556	1.34614782	0.187134735	0.018907725
subject_8 	 ship_subject_8 	 sh 	6151.355287	3520.553319	2.033698686	1.294604248	0.25396857	0.044334623
subject_8 	 shirt_subject_8 	 sh 	5782.680029	3602.559442	2.714631567	1.482897307	0.247054725	0.020045063
subject_8 	 shock_subject_8 	 sh 	5982.212902	3478.827841	2.256224278	1.288242236	0.209566321	0.022960474
subject_8 	 shoe_subject_8 	 sh 	5913.233709	3376.775325	2.696694822	1.484397378	0.21458526	0.048480677
subject_8 	 shoot_subject_8 	 sh 	5623.423292	3440.381773	2.75842108	1.45233917	0.224315857	0.026729118
subject_8 	 shop_subject_8 	 sh 	5505.733266	3508.502696	2.789590113	1.583812999	0.182397471	0.040612884
subject_8 	 shore_subject_8 	 sh 	6488.479662	3628.416929	1.285390936	1.063989822	0.237016846	0.036958008
subject_8 	 shot_subject_8 	 sh 	5793.773492	3476.789481	2.650469716	1.382667902	0.197735964	0.025932436
subject_8 	 shove_subject_8 	 sh 	6149.293565	3415.274947	2.266734962	1.27405991	0.191129401	0.02752327
subject_8 	 shut_subject_8 	 sh 	5853.948162	3252.956853	3.140350784	1.397952795	0.240550589	0.026164033
subject_8 	 shy_subject_8 	 sh 	6268.668927	3627.214764	2.019980103	1.265238869	0.231997907	0.025323614
subject_80 	 sack_subject_80 	 s 	8204.857221	3952.820655	0.518475925	0.917234648	0.162062975	0.061906689
subject_80 	 sad_subject_80 	 s 	8285.515436	4381.642092	-0.051259839	0.68356315	0.171026315	0.05330112
subject_80 	 sap_subject_80 	 s 	8325.493643	3993.641881	0.491169652	0.675216249	0.166815714	0.05162739
subject_80 	 sat_subject_80 	 s 	8829.697658	4229.570728	-0.051952572	0.649065717	0.206229111	0.052874788
subject_80 	 sax_subject_80 	 s 	8567.268127	4177.07222	0.185661926	0.785993067	0.206445966	0.046412982
subject_80 	 scent_subject_80 	 s 	8739.490859	4376.628099	-0.16998278	0.593077374	0.173050295	0.05665635
subject_80 	 seal_subject_80 	 s 	8578.457592	4313.949142	0.342907405	0.8336244	0.218372992	0.054440028
subject_80 	 seat_subject_80 	 s 	8226.446177	3603.518977	0.976381892	0.808658669	0.225529207	0.052917948
subject_80 	 see_subject_80 	 s 	8892.152016	4205.988558	0.103904783	0.669002765	0.197121201	0.068587087
subject_80 	 seek_subject_80 	 s 	8850.059507	4193.051934	-0.111594656	0.537390955	0.216656223	0.050148363
subject_80 	 seem_subject_80 	 s 	8660.171722	4210.853878	-0.217096519	0.316579105	0.204006346	0.089773375
subject_80 	 self_subject_80 	 s 	8378.609855	4069.557306	0.347099799	0.832265673	0.166544645	0.053826407
subject_80 	 sell_subject_80 	 s 	8615.889126	3966.723914	0.074863782	0.660002844	0.180206511	0.056129509
subject_80 	 send_subject_80 	 s 	8649.822894	4134.335971	-0.087738877	0.565718204	0.184760466	0.056348465
subject_80 	 set_subject_80 	 s 	8396.443866	3974.413633	0.171226723	0.746821205	0.235323824	0.06557412
subject_80 	 sick_subject_80 	 s 	8243.255932	3969.96932	0.455987568	0.80597511	0.197771766	0.057115704
subject_80 	 side_subject_80 	 s 	8346.698237	4248.771271	0.294235864	0.495842389	0.137919784	0.052097225
subject_80 	 sigh_subject_80 	 s 	9231.767494	4138.11079	-0.023516431	0.524660492	0.184941178	0.076880134
subject_80 	 sin_subject_80 	 s 	8803.985244	4127.439734	0.119427445	0.742601358	0.188627713	0.06469981
subject_80 	 sip_subject_80 	 s 	8579.16619	3861.678124	0.416668682	0.685753409	0.209481936	0.055442985
subject_80 	 sob_subject_80 	 s 	8113.535193	4143.485837	0.375421638	0.847612004	0.190615551	0.04459365
subject_80 	 sock_subject_80 	 s 	8621.623619	4143.302272	-0.077776495	0.689206171	0.159063147	0.057734763
subject_80 	 soft_subject_80 	 s 	8417.037783	4224.838351	-0.198451171	0.481048859	0.160364277	0.053770659
subject_80 	 son_subject_80 	 s 	7989.512789	3698.799355	0.621073454	0.812219051	0.192964813	0.070211925
subject_80 	 soon_subject_80 	 s 	8174.839066	3947.103998	0.341979653	0.659886899	0.196036926	0.063792526
subject_80 	 sore_subject_80 	 s 	9217.099374	4366.224606	-0.426195392	0.329401766	0.15794273	0.052452657
subject_80 	 soup_subject_80 	 s 	8107.32677	3890.294314	0.735670731	0.751734952	0.195711643	0.050999796
subject_80 	 suck_subject_80 	 s 	8723.142588	4264.791188	-0.310047156	0.477939167	0.160147422	0.04754332
subject_80 	 surf_subject_80 	 s 	8681.027532	4169.220945	-0.185030423	0.49696987	0.185411031	0.051295
subject_80 	 sword_subject_80 	 s 	8598.799282	3830.774622	0.041705749	0.294845215	0.195169506	0.048178567
subject_80 	 chef_subject_80 	 sh 	5903.955855	3928.188197	1.537651013	1.341319221	0.14970224	0.047968975
subject_80 	 shack_subject_80 	 sh 	5500.599666	3824.030966	1.991617073	1.438464825	0.172038305	0.052991787
subject_80 	 shag_subject_80 	 sh 	5477.75683	3840.699757	1.835801673	1.405058594	0.178254815	0.047547555
subject_80 	 shall_subject_80 	 sh 	6417.544411	4074.741023	0.721853962	1.08095604	0.150352805	0.041914832
subject_80 	 sham_subject_80 	 sh 	5489.81477	3707.278026	2.008586865	1.427675213	0.157581304	0.06950384
subject_80 	 shank_subject_80 	 sh 	5431.804835	3715.736785	2.319055045	1.499366726	0.215626162	0.042899867
subject_80 	 shawl_subject_80 	 sh 	6248.987166	3948.960564	1.352459087	1.21020371	0.205578546	0.051830586
subject_80 	 she_subject_80 	 sh 	5967.511636	3544.57134	2.194302122	1.354723671	0.221192107	0.054073491
subject_80 	 shed_subject_80 	 sh 	5768.267803	3603.565705	2.093935709	1.361994689	0.198422331	0.048493715
subject_80 	 sheen_subject_80 	 sh 	6170.977901	3822.555197	1.645032885	1.28603461	0.204488451	0.04897044
subject_80 	 sheep_subject_80 	 sh 	6039.432113	3761.816228	1.499944059	1.234741147	0.184037616	0.048976719
subject_80 	 sheet_subject_80 	 sh 	6201.04356	3756.200837	1.239035411	1.198371627	0.170448035	0.039949515
subject_80 	 shelf_subject_80 	 sh 	5707.935866	3916.600682	1.212834965	1.273387534	0.191085403	0.049329775
subject_80 	 shell_subject_80 	 sh 	6218.891843	3934.583377	0.894719802	1.147879028	0.215662304	0.054558184
subject_80 	 shelve_subject_80 	 sh 	6250.788664	3870.379787	1.063032399	1.160210832	0.181977493	0.032914555
subject_80 	 shield_subject_80 	 sh 	6577.419397	3757.572349	1.365128664	1.12152593	0.180025798	0.077581992
subject_80 	 shift_subject_80 	 sh 	6211.11634	3924.49294	1.184938186	1.13488175	0.205217121	0.034149878
